            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
         150.868          504393          288535        -48153.6          623.66         368.747         58.0699     2.62234e+06     1.78536e+06         -394246       0.0116388         6.02428
         150.882          502053          286465          -47519         621.975         367.062         60.2706     2.52269e+06     1.86833e+06         -437054       0.0149301         5.94272
         150.895          499801          284470        -46971.6         620.084         365.206         62.4811     2.42779e+06      1.9457e+06         -466906      0.00998232         5.84347
         150.909          497957          282861        -46628.6         618.055         363.278         64.5505     2.35633e+06     2.00071e+06         -474276        0.011382         5.76448
         150.923          496553          281697        -46500.5         615.999         361.443         66.3384     2.31189e+06     2.03071e+06         -459875       0.0120568         5.75201
         150.937          495373          280797        -46516.1         613.983          359.82         67.7759     2.28479e+06     2.04489e+06         -431112      0.00975429         5.70535
          150.95          494245          279987        -46603.5         612.024         358.458         68.8415      2.2653e+06     2.05189e+06         -394602       0.0140652         5.66814
         150.964          493116          279206          -46728         610.125         357.362         69.5426     2.24917e+06     2.05485e+06         -353289       0.0157402           5.634
         150.978          492002          278487        -46885.8         608.298          356.52         69.9077     2.23672e+06     2.05354e+06         -308239        0.012841          5.6035
         150.992          490952          277798        -47065.7         606.549         355.899         69.9852     2.22761e+06     2.04613e+06         -259467       0.0112944         5.58682
         151.006          489973          277177        -47271.4         604.874         355.454         69.8315     2.22319e+06     2.03251e+06         -207224       0.0151745         5.57207
         151.019          489039          276593        -47500.5         603.259         355.128         69.5003     2.22223e+06     2.01307e+06         -151799       0.0143012         5.54586
         151.033          488127          276047        -47748.1         601.692          354.87         69.0331      2.2248e+06     1.98867e+06        -93442.6       0.0115076         5.57925
         151.047          487220          275532          -48012         600.164         354.643         68.4568     2.23054e+06     1.95939e+06        -32245.2      0.00707254         5.57151
         151.061          486312          275035        -48289.3         598.666         354.428         67.7884      2.2387e+06     1.92598e+06         30930.8       0.0112087         5.55029
         151.074          485402          274557        -48571.8         597.192         354.225         67.0412     2.24873e+06     1.88942e+06         94890.5       0.0131393         5.52099
         151.088          484470          274080        -48847.2         595.732         354.039         66.2239     2.25917e+06     1.85166e+06          157922      0.00831552         5.49666
         151.102          483543          273610        -49104.2         594.275         353.872         65.3492     2.26859e+06     1.81507e+06          217666       0.0135422           5.479
         151.116          482650          273144        -49317.9         592.824         353.718         64.4388     2.27498e+06     1.78333e+06          269888      0.00543008         5.47129
         151.129          481864          272708        -49474.6         591.401         353.571         63.5208      2.2773e+06     1.75912e+06          310427      0.00623009         5.52223
         151.143          481225          272329        -49569.7         590.039         353.424         62.6228     2.27537e+06     1.74411e+06          337720       0.0125988         5.51486
         151.157          480721          271996        -49611.1         588.765          353.27         61.7693     2.26966e+06     1.73773e+06          353841      0.00857245         5.52213
         151.171          480330          271706        -49607.7         587.592         353.111         60.9736      2.2611e+06     1.73875e+06          361417      0.00498868         5.53787
         151.185          480046          271468        -49570.9          586.53         352.961         60.2401      2.2504e+06     1.74647e+06          362009       0.0113108         5.56222
         151.198          479895          271308        -49511.1         585.585          352.85         59.5639     2.23928e+06     1.75914e+06          356690       0.0119608         5.59032
         151.212          479843          271222        -49443.1         584.751         352.815         58.9288     2.22878e+06     1.77456e+06          348128       0.0103205         5.60733
         151.226          479893          271244        -49398.5         584.007         352.895         58.3052     2.22256e+06     1.78694e+06          339847       0.0128203         5.67288
          151.24          480097          271447        -49400.2         583.331          353.14         57.6597     2.22469e+06     1.79059e+06          332846      0.00857193         5.69987
         151.253          480556          271915        -49455.9         582.732         353.614         56.9695     2.23901e+06     1.78208e+06          325002        0.007762          5.7036
         151.267          481372          272722        -49556.2         582.254         354.383         56.2212     2.26775e+06     1.75975e+06          313961      0.00842468         5.71416
         151.281          482527          273845        -49693.4         581.949          355.48         55.4099     2.30993e+06     1.72499e+06          298759      0.00952245         5.72182
         151.295          483914          275189        -49841.5          581.86         356.895         54.5402     2.36142e+06     1.68172e+06          279995      0.00826303         5.72514
         151.309          485401          276638        -49988.6         582.014         358.573         53.6314     2.41628e+06     1.63596e+06          259076       0.0073422         5.72577
         151.322          486831          278033        -50105.2         582.414         360.417         52.7191     2.46698e+06      1.5942e+06          237833      0.00831925          5.7221
         151.336          488099          279270        -50178.6         583.038         362.311         51.8436     2.50834e+06     1.56159e+06          217954      0.00956962         5.71495
          151.35          489148          280270        -50218.3         583.839         364.143         51.0332     2.53805e+06     1.53982e+06          200491       0.0103359         5.69715
         151.364          490020          281077        -50225.6         584.757         365.829         50.3004     2.55791e+06     1.52664e+06          185772        0.010754         5.64951
         151.377          490769          281748        -50219.1         585.732         367.322         49.6428     2.57163e+06     1.51879e+06          173241       0.0110097         5.62606
         151.391          491459          282349        -50203.6         586.719         368.612         49.0517     2.58271e+06       1.513e+06          162185       0.0112638         5.51545
         151.405          492120          282924        -50186.6         587.693         369.714         48.5135     2.59317e+06     1.50791e+06          152075       0.0114567         5.53291
         151.419          492770          283490        -50166.9         588.642         370.654         48.0151     2.60364e+06      1.5028e+06          142686       0.0102539         5.54951
         151.433          493403          284038        -50145.8         589.569         371.455         47.5443     2.61396e+06     1.49792e+06          134178       0.0134088         5.67642
         151.446          494024          284574        -50127.3         590.486         372.137         47.0898     2.62419e+06     1.49332e+06          126482      0.00997642         5.73323
          151.46          494642          285104          -50109           591.4         372.716         46.6419     2.63476e+06     1.48862e+06          119403       0.0124616         5.75158
         151.474          495259          285627        -50094.9         592.331         373.205         46.1912      2.6457e+06     1.48351e+06          112716       0.0104023         5.77563
         151.488          495887          286158        -50087.1         593.292         373.613         45.7294     2.65742e+06     1.47768e+06          106342       0.0138591         5.78972
         151.501          496522          286690        -50084.5         594.286         373.944         45.2494     2.66973e+06      1.4716e+06          100394       0.0132652         5.78119
         151.515          497159          287217        -50086.9         595.315         374.203         44.7493     2.68215e+06     1.46553e+06         95058.4       0.0143036         5.76814
         151.529          497799          287733        -50096.3         596.384         374.388         44.2283     2.69469e+06     1.45947e+06         90338.7       0.0128673         5.74989
         151.543          498441          288232        -50107.6         597.493         374.492         43.6891     2.70725e+06     1.45358e+06         86382.3       0.0107612         5.73263
         151.556          499089          288722        -50131.3         598.636         374.511         43.1344     2.71964e+06     1.44785e+06         83318.9       0.0116571         5.71406
          151.57          499737          289192          -50163         599.809         374.439         42.5671     2.73186e+06     1.44268e+06         81275.8       0.0146363         5.68894
         151.584          500395          289659        -50207.2         601.009          374.28         41.9876     2.74408e+06     1.43758e+06         80088.2        0.017686         5.65847
         151.598          501074          290145        -50263.6         602.228         374.051         41.3981     2.75709e+06     1.43214e+06         79233.8       0.0204909         5.67531
         151.612          501794          290666        -50327.3         603.457         373.771         40.7977     2.77118e+06     1.42579e+06         78578.7       0.0219864         5.70982
         151.625          502566          291242        -50395.1         604.691         373.465         40.1835     2.78689e+06     1.41861e+06         77811.8       0.0135982         5.73403
         151.639          503392          291872        -50460.7         605.937         373.164         39.5506     2.80442e+06     1.41035e+06         76742.3       0.0242036         5.75763
         151.653          504269          292557        -50525.8         607.212           372.9         38.9043     2.82419e+06     1.40103e+06         75049.1        0.025607         5.77532
         151.667          505194          293292        -50595.9         608.529         372.689         38.2581     2.84591e+06     1.39015e+06         72337.4       0.0251159         5.79082
          151.68          506146          294071        -50659.6         609.896          372.54         37.6286     2.86965e+06     1.37816e+06         68253.6       0.0191956          5.8041
         151.694          507119          294865        -50732.4         611.325         372.461          37.033     2.89442e+06     1.36474e+06         62993.3       0.0169883         5.81553
         151.708          508109          295686        -50802.1         612.811         372.452         36.4841     2.92095e+06     1.35026e+06         56364.6       0.0206815         5.82395
         151.722          509129          296518        -50868.4         614.349         372.516         35.9942       2.949e+06     1.33466e+06           48622       0.0205937         5.83071
         151.736          510143          297326        -50945.5         615.933         372.652         35.5694     2.97716e+06      1.3192e+06         41246.5       0.0177204          5.8844
         151.749          511096          298086        -51021.3         617.539         372.848         35.2153     3.00344e+06     1.30651e+06         36925.2       0.0148173          5.9521
         151.763          511949          298746        -51104.7         619.139         373.069         34.9296     3.02537e+06     1.29876e+06           38775       0.0138096         6.01722
         151.777          512693          299279        -51209.8         620.705         373.266         34.6971     3.04226e+06     1.29621e+06         48036.9       0.0139258         6.07986
         151.791          513377          299731          -51338         622.213           373.4         34.4913     3.05655e+06     1.29619e+06         62550.4       0.0174257         6.13972
         151.804          514084          300191          -51484         623.656         373.464         34.2877     3.07217e+06     1.29461e+06         77402.1       0.0144077         6.19631
         151.818          514862          300713        -51643.7         625.044         373.485          34.072     3.09115e+06     1.28926e+06         89385.1       0.0136667         6.25194
         151.832          515679          301274        -51808.7         626.383         373.496         33.8355     3.11278e+06     1.28166e+06         99252.3      0.00828348         6.32037
         151.846          516468          301822        -51971.3         627.672         373.523         33.5765     3.13507e+06     1.27432e+06          109629       0.0161319         6.37018
          151.86          517204          302329          -52128         628.902         373.575         33.2928     3.15668e+06     1.26839e+06          121709        0.015107         6.41633
         151.873          517892          302799        -52281.9         630.075         373.656         32.9842     3.17741e+06     1.26323e+06          134783        0.013863         6.46102
