            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
         2.86501          601820          344949        -57510.6         750.922         442.825         71.9476     3.89574e+06     2.54481e+06         778.092      0.00885038           6.256
         2.87879          601779          344871        -57384.3         751.122         442.817         72.2861     3.88703e+06     2.54897e+06        -16692.9      0.00490403         6.22175
         2.89256          601729          344760        -57270.3         751.267         442.787         72.6135     3.87671e+06     2.55503e+06        -33020.1      0.00962425         6.19864
         2.90634          601675          344627        -57181.6         751.352         442.739         72.9259     3.86539e+06     2.56331e+06        -47230.7       0.0107819         6.20438
         2.92011          601627          344469        -57108.2         751.383         442.679         73.2125      3.8531e+06     2.57363e+06        -59153.7       0.0161088         6.19816
         2.93388          601572          344282        -57060.3         751.368         442.615         73.4611     3.83963e+06     2.58534e+06        -69063.5      0.00465584         6.18527
         2.94766          601507          344086        -57015.3         751.311         442.555         73.6745     3.82544e+06     2.59838e+06        -77409.1       0.0178307         6.16831
         2.96143          601436          343868          -56995         751.218         442.499         73.8498     3.81025e+06     2.61225e+06        -84455.7       0.0123436         6.14585
         2.97521          601354          343635        -56985.9         751.093         442.445         73.9877     3.79453e+06     2.62724e+06        -90102.4       0.0162984         6.14307
         2.98898          601268          343393        -56976.5         750.945         442.399         74.0984     3.77864e+06     2.64331e+06        -94452.5       0.0144681         6.14288
         3.00275          601185          343138        -56982.5         750.776         442.359         74.1834     3.76225e+06     2.66011e+06        -97354.3       0.0148303         6.12622
         3.01653          601111          342878        -56998.8         750.589         442.329         74.2476     3.74541e+06     2.67765e+06        -98156.9      0.00698992          6.0916
          3.0303          601049          342626        -57026.9         750.392         442.312          74.293     3.72879e+06     2.69594e+06        -96521.5       0.0105034         6.07836
         3.04408          601006          342374        -57063.8          750.19         442.311         74.3231     3.71273e+06     2.71484e+06        -92600.2       0.0195418         6.06524
